,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
2110,MacB-like periplasmic core domain,"Sigma-70, region 4",31,201,1376,9.370937959911262e-30,5.059083138305096e-28
2111,Domain of unknown function (DUF4131),MacB-like periplasmic core domain,11,158,201,1.2112117138027638e-16,3.339229947506633e-15
2112,Competence protein,MacB-like periplasmic core domain,11,158,201,1.2112117138027638e-16,3.339229947506633e-15
2113,MacB-like periplasmic core domain,Metallo-beta-lactamase superfamily,7,201,114,1.1393426926545348e-10,1.6543671949450712e-09
2114,MacB-like periplasmic core domain,PDZ domain,3,201,206,0.00200716692287751,0.0038513539777596762
2115,MacB-like periplasmic core domain,Peptidase family M50,3,201,38,1.3661735406955357e-05,5.82320558667524e-05
2116,MacB-like periplasmic core domain,Tetratricopeptide repeat,1,201,1407,0.8146923899629336,0.8407983302851798
2117,MacB-like periplasmic core domain,Rhomboid family,1,201,40,0.04660843712299877,0.05970650234757732
2118,Glycosyl hydrolases family 25,N-acetylmuramoyl-L-alanine amidase,6,328,458,0.00030815690634481926,0.0007801837091333204
2119,Domain of unknown function (DUF3472),Glycosyl hydrolases family 25,2,52,328,0.0046935959390839626,0.007939257463386706
2120,Domain of unknown function (DUF5077),Glycosyl hydrolases family 25,2,52,328,0.0046935959390839626,0.007939257463386706
2121,Glycosyl hydrolases family 25,OmpA family,4,328,310,0.003331503259497977,0.005936869162857853
2122,Glycosyl hydrolases family 25,Outer membrane protein beta-barrel domain,2,328,42,0.003086945064011144,0.005549362118636621
2123,Glycosyl hydrolases family 25,Y_Y_Y domain,8,328,304,1.8881230841670468e-07,1.4422135578619146e-06
2124,Glycosyl hydrolases family 25,Two component regulator propeller,6,328,224,5.954290111033959e-06,2.8631827122290503e-05
2125,"Diguanylate cyclase, GGDEF domain",Glycosyl hydrolases family 25,2,2991,328,0.9805719522149468,0.9983891203441232
2126,Caspase domain,Glycosyl hydrolases family 25,4,66,328,9.222172564060203e-06,4.1589282902305956e-05
2127,Glycosyl hydrolases family 25,"WD domain, G-beta repeat",6,328,258,1.3271721895407417e-05,5.6756854939263525e-05
2128,Glycosyl hydrolases family 25,Subtilase family,3,328,704,0.15879811712134362,0.1815274584098862
2129,Glycosyl hydrolases family 25,Secretion system C-terminal sorting domain,9,328,1403,0.0019263856730225553,0.003722605286082932
2130,Bacterial Ig domain,Glycosyl hydrolases family 25,4,801,328,0.07256571635458968,0.08893350320368733
2131,Glycosyl hydrolases family 25,ell wall binding domain 2 (CWB2),4,328,71,1.2337894130378934e-05,5.332580203466665e-05
2132,Glycosyl hydrolases family 25,Thrombospondin type 3 repeat,2,328,179,0.0480100418337493,0.06127800216027372
2133,Glycosyl hydrolases family 25,Histidine kinase,6,328,960,0.011907554625734099,0.01774504554928317
2134,Glycosyl hydrolases family 25,Protein kinase domain,2,328,773,0.4440947992975248,0.47315649843226265
2135,Glycosyl hydrolases family 25,Ricin-type beta-trefoil lectin domain-like,4,328,165,0.0003274666913106363,0.0008224254556334296
2136,Glycosyl hydrolases family 25,PA14 domain,4,328,92,3.435726723904126e-05,0.00012528280627012878
2137,Glycosyl hydrolases family 25,Polysaccharide deacetylase,8,328,237,2.808228532609937e-08,2.6167526529416705e-07
2138,Choline-binding repeat,Domain of unknown function (DUF3472),4,1581,52,0.0014590706115805824,0.002927627659937089
2139,Choline-binding repeat,Domain of unknown function (DUF5077),4,1581,52,0.0014590706115805824,0.002927627659937089
2140,Choline-binding repeat,OmpA family,22,1581,310,4.390523437997532e-13,8.58872782662961e-12
2141,Choline-binding repeat,Outer membrane protein beta-barrel domain,5,1581,42,4.598612062493829e-05,0.0001603465457271246
2142,Choline-binding repeat,"Diguanylate cyclase, GGDEF domain",10,1581,2991,0.9999766430026701,1.0
2143,Bacterial Ig domain,Choline-binding repeat,18,801,1581,0.0007279767773758786,0.0016141957990135165
2144,Choline-binding repeat,ell wall binding domain 2 (CWB2),12,1581,71,3.4224342595313114e-12,6.053522085913509e-11
2145,Choline-binding repeat,Thrombospondin type 3 repeat,13,1581,179,1.960820763075239e-08,1.8857623682840332e-07
2146,Choline-binding repeat,Protein kinase domain,20,1581,773,6.0932755260471594e-05,0.00020252015185511
2147,Putative RNA methylase family UPF0020,Winged helix-turn-helix DNA-binding,1,10,131,0.007744383776363593,0.012194635932532508
2148,THUMP domain,Winged helix-turn-helix DNA-binding,1,10,131,0.007744383776363593,0.012194635932532508
2149,FAD synthetase,Winged helix-turn-helix DNA-binding,1,130,131,0.0961617495836256,0.1149393893369921
2150,Riboflavin kinase,Winged helix-turn-helix DNA-binding,1,130,131,0.0961617495836256,0.1149393893369921
2151,ThiF family,Winged helix-turn-helix DNA-binding,2,14,131,5.420564926764316e-05,0.00018470834045930418
2152,Rhodanese-like domain,Winged helix-turn-helix DNA-binding,2,30,131,0.0002570102875936246,0.0006694635571395031
2153,Putative RNA methylase family UPF0020,RloB-like protein,1,10,8,0.00047449443231767775,0.0011260325234744204
2154,RloB-like protein,THUMP domain,1,8,10,0.00047449443231767786,0.0011260325234744204
2155,FAD synthetase,RloB-like protein,1,130,8,0.006153080604136029,0.010008436725276957
2156,Riboflavin kinase,RloB-like protein,1,130,8,0.006153080604136029,0.010008436725276957
2157,RloB-like protein,ThiF family,2,8,14,1.7928869476337504e-07,1.3725110483607205e-06
2158,Rhodanese-like domain,RloB-like protein,2,30,8,8.567140205935501e-07,5.382642298332676e-06
2159,Helicase conserved C-terminal domain,SNF2-related domain,29,8058,122,5.868931300404437e-13,1.1309589235644225e-11
2160,SNF2-related domain,SNF2-related domain,4,122,122,2.1466637027568192e-06,1.1912658449249262e-05
2161,DEAD/DEAH box helicase,SNF2-related domain,22,8905,122,4.2858525188352554e-07,2.9431608280291128e-06
2162,Conserved region in glutamate synthase,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",2,42,54,8.600990273827272e-05,0.0002675532960612705
2163,Conserved region in glutamate synthase,"Thiamine pyrophosphate enzyme, central domain",2,42,54,8.600990273827272e-05,0.0002675532960612705
2164,Conserved region in glutamate synthase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2,42,32,2.9915837242287415e-05,0.00011177624984799003
2165,Conserved region in glutamate synthase,Pyridoxal-phosphate dependent enzyme,2,42,34,3.382555977872406e-05,0.000123636397303284
2166,Conserved region in glutamate synthase,Threonine synthase N terminus,2,42,34,3.382555977872406e-05,0.000123636397303284
2167,Conserved region in glutamate synthase,Pyruvate ferredoxin/flavodoxin oxidoreductase,2,42,34,3.382555977872406e-05,0.000123636397303284
2168,Conserved region in glutamate synthase,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",2,42,34,3.382555977872406e-05,0.000123636397303284
2169,Conserved region in glutamate synthase,Pyruvate:ferredoxin oxidoreductase core domain II,2,42,34,3.382555977872406e-05,0.000123636397303284
2170,Conserved region in glutamate synthase,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,2,42,66,0.0001286803807183903,0.00037348739922994894
2171,Conserved region in glutamate synthase,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,2,42,66,0.0001286803807183903,0.00037348739922994894
2172,Conserved region in glutamate synthase,Creatinase/Prolidase N-terminal domain,2,42,40,4.6985591335773755e-05,0.00016314375685135083
2173,Conserved region in glutamate synthase,Metallopeptidase family M24,2,42,40,4.6985591335773755e-05,0.00016314375685135083
2174,Glutamate synthase central domain,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",2,42,54,8.600990273827272e-05,0.0002675532960612705
2175,Glutamate synthase central domain,"Thiamine pyrophosphate enzyme, central domain",2,42,54,8.600990273827272e-05,0.0002675532960612705
2176,Glutamate synthase central domain,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2,42,32,2.9915837242287415e-05,0.00011177624984799003
2177,Glutamate synthase central domain,Pyridoxal-phosphate dependent enzyme,2,42,34,3.382555977872406e-05,0.000123636397303284
2178,Glutamate synthase central domain,Threonine synthase N terminus,2,42,34,3.382555977872406e-05,0.000123636397303284
2179,Glutamate synthase central domain,Pyruvate ferredoxin/flavodoxin oxidoreductase,2,42,34,3.382555977872406e-05,0.000123636397303284
2180,Glutamate synthase central domain,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",2,42,34,3.382555977872406e-05,0.000123636397303284
2181,Glutamate synthase central domain,Pyruvate:ferredoxin oxidoreductase core domain II,2,42,34,3.382555977872406e-05,0.000123636397303284
2182,Glutamate synthase central domain,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,2,42,66,0.0001286803807183903,0.00037348739922994894
2183,Glutamate synthase central domain,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,2,42,66,0.0001286803807183903,0.00037348739922994894
2184,Creatinase/Prolidase N-terminal domain,Glutamate synthase central domain,2,40,42,4.698559133577377e-05,0.00016314375685135083
2185,Glutamate synthase central domain,Metallopeptidase family M24,2,42,40,4.6985591335773755e-05,0.00016314375685135083
2186,"CRISPR associated protein Cas6, C-terminal",Cas6b N-terminal domain,6,1319,1125,0.8736236861244057,0.8979875202820807
2187,"CRISPR associated protein Cas6, C-terminal",Cas6b C-terminal domain,6,1319,1125,0.8736236861244057,0.8979875202820807
2188,3D domain,"CRISPR associated protein Cas6, C-terminal",2,22,1319,0.012739204603143563,0.018820272476364638
2189,"CRISPR associated protein Cas6, C-terminal",MltA specific insert domain,2,1319,4,0.00036326547490514097,0.0008984737110781818
2190,"CRISPR-associated protein Cas6, N-terminal",Cas6b N-terminal domain,6,1364,1125,0.8921850139286639,0.9159281829602792
2191,"CRISPR-associated protein Cas6, N-terminal",Cas6b C-terminal domain,6,1364,1125,0.8921850139286639,0.9159281829602792
2192,3D domain,"CRISPR-associated protein Cas6, N-terminal",2,22,1364,0.013575572365100414,0.01989948318397712
2193,"CRISPR-associated protein Cas6, N-terminal",MltA specific insert domain,2,1364,4,0.0003883460045650457,0.0009514016986245794
2194,Domain of unknown function DUF83,HD domain,9,233,3234,0.0372421083134967,0.04889997039865805
2195,Bacterial transferase hexapeptide (six repeats),Hexapeptide repeat of succinyl-transferase,10,55,22,3.694955975560033e-30,2.0265412389033104e-28
2196,Hexapeptide repeat of succinyl-transferase,Maltose acetyltransferase,6,22,22,1.7448917888163283e-19,5.838046523843887e-18
2197,"Acyl-CoA dehydrogenase, N-terminal domain",Hexapeptide repeat of succinyl-transferase,4,85,22,4.3722367574834854e-10,5.769287775015062e-09
2198,Hexapeptide repeat of succinyl-transferase,Hexapeptide repeat of succinyl-transferase,2,22,22,3.749851606593289e-06,1.9225311596709504e-05
2199,Bacterial transferase hexapeptide (six repeats),Maltose acetyltransferase,10,55,22,3.694955975560033e-30,2.0265412389033104e-28
2200,Maltose acetyltransferase,Maltose acetyltransferase,2,22,22,3.749851606593289e-06,1.9225311596709504e-05
2201,"Acyl-CoA dehydrogenase, N-terminal domain",Maltose acetyltransferase,4,85,22,4.3722367574834854e-10,5.769287775015062e-09
2202,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Prealbumin-like fold domain,16,114,694,5.0937482775373783e-20,1.7466572659144342e-18
2203,D-alanyl-D-alanine carboxypeptidase,Prealbumin-like fold domain,8,224,694,5.038172282209674e-06,2.474448652713763e-05
2204,Ig-like domain from next to BRCA1 gene,Prealbumin-like fold domain,8,32,694,7.644155786616199e-13,1.4567576884780014e-11
2205,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",LPXTG cell wall anchor motif,13,114,577,2.447083065226337e-16,6.631498891177584e-15
2206,LPXTG cell wall anchor motif,LPXTG cell wall anchor motif,64,577,577,9.91064556481832e-75,1.1512495412570135e-72
2207,D-alanyl-D-alanine carboxypeptidase,LPXTG cell wall anchor motif,6,224,577,0.0001368905945946382,0.0003931777780849193
2208,Ig-like domain from next to BRCA1 gene,LPXTG cell wall anchor motif,6,32,577,1.316772649153151e-09,1.5959500625169814e-08
2209,Cna protein B-type domain,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",6,339,114,1.4057257220483446e-07,1.1157846738884308e-06
2210,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Spy0128-like isopeptide containing domain,6,114,287,5.2826457186785564e-08,4.6362167031034174e-07
2211,"Gram-positive pilin backbone subunit 2, Cna-B-like domain","Gram-positive pilin backbone subunit 2, Cna-B-like domain",4,114,114,1.2497372488751414e-06,7.498786156410708e-06
2212,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Putative Ig domain,4,114,328,7.933513189368276e-05,0.0002507125969991867
2213,Cadherin-like domain,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",1,82,114,0.053975803993397346,0.06808731279831876
2214,Bacterial Ig domain,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",5,801,114,0.00022912548159959115,0.0006080117534695516
2215,Bacterial cadherin-like domain,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",1,109,114,0.07110836934997675,0.08733118039020368
2216,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Haemolysin-type calcium binding protein related domain,1,114,55,0.03653006644754402,0.048066112369146895
2217,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",RTX calcium-binding nonapeptide repeat (4 copies),3,114,378,0.002237309584542983,0.004228596917696093
2218,D-alanyl-D-alanine carboxypeptidase,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",6,224,114,1.2177990655452653e-08,1.224729147776238e-07
2219,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",RHS Repeat,15,114,231,1.3133010247066934e-25,6.047912090837483e-24
2220,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",Ig-like domain from next to BRCA1 gene,6,114,32,7.477109091588657e-14,1.5922161141789767e-12
2221,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",RHS protein,6,114,58,3.2923260472154816e-12,5.853432990393337e-11
2222,Glutamine amidotransferase domain,XdhC and CoxI family,2,90,38,0.00019570252896277334,0.0005324396304425348
2223,SIS domain,XdhC and CoxI family,2,120,38,0.00034740778219346017,0.0008646305623993952
2224,"Citrate synthase, C-terminal domain",XdhC and CoxI family,2,10,38,2.2240795186750332e-06,1.2273096399157636e-05
2225,Mur ligase middle domain,XdhC and CoxI family,2,52,38,6.514560526353695e-05,0.0002136424551997072
2226,"Cytosol aminopeptidase family, N-terminal domain",XdhC and CoxI family,2,15,38,5.185826091092284e-06,2.5361240796006422e-05
2227,"Cytosol aminopeptidase family, catalytic domain",XdhC and CoxI family,2,15,38,5.185826091092284e-06,2.5361240796006422e-05
2228,Glutamine amidotransferase domain,XdhC Rossmann domain,2,90,38,0.00019570252896277334,0.0005324396304425348
2229,SIS domain,XdhC Rossmann domain,2,120,38,0.00034740778219346017,0.0008646305623993952
2230,"Citrate synthase, C-terminal domain",XdhC Rossmann domain,2,10,38,2.2240795186750332e-06,1.2273096399157636e-05
2231,Mur ligase middle domain,XdhC Rossmann domain,2,52,38,6.514560526353695e-05,0.0002136424551997072
2232,"Cytosol aminopeptidase family, N-terminal domain",XdhC Rossmann domain,2,15,38,5.185826091092284e-06,2.5361240796006422e-05
2233,"Cytosol aminopeptidase family, catalytic domain",XdhC Rossmann domain,2,15,38,5.185826091092284e-06,2.5361240796006422e-05
2234,Concanavalin A-like lectin/glucanases superfamily,Subtilase family,19,538,704,3.0087374663490246e-12,5.376980517865063e-11
2235,C-terminal lipocalin-like domain,Concanavalin A-like lectin/glucanases superfamily,4,95,538,0.00025957859904857507,0.0006751870469362112
2236,Atrophied bacterial Ig domain,Concanavalin A-like lectin/glucanases superfamily,11,234,538,3.789571767675168e-10,5.05410531569215e-09
2237,Concanavalin A-like lectin/glucanases superfamily,Glycosyl hydrolases family 43,10,538,194,9.816675870332272e-10,1.2139916684860072e-08
2238,Bacterial Ig-like domain (group 4),Concanavalin A-like lectin/glucanases superfamily,6,149,538,9.590255437165585e-06,4.2903009881928343e-05
2239,Concanavalin A-like lectin/glucanases superfamily,OmpA family,2,538,310,0.2603255873564949,0.2864994767814693
2240,Concanavalin A-like lectin/glucanases superfamily,WD40-like Beta Propeller Repeat,16,538,481,7.276870135377677e-12,1.2465935690903417e-10
2241,Cleaved Adhesin Domain,Concanavalin A-like lectin/glucanases superfamily,4,77,538,0.00011545517365220794,0.0003419173053003013
2242,Concanavalin A-like lectin/glucanases superfamily,Peptidase C10 family,4,538,118,0.0005905988401148073,0.001352659749341368
2243,Concanavalin A-like lectin/glucanases superfamily,Spi protease inhibitor,4,538,118,0.0005905988401148073,0.001352659749341368
