,Pfam_Label,If_Cas_Related_Protein
2024,Flagellar hook-associated protein 2 C-terminus,
2025,Flagellar hook-associated protein 2 N-terminus,
2026,Flagellar hook-basal body complex protein FliE,
2027,Flagellar hook-length control protein FliK,
2028,Flagellar protein FlhE,
2029,Flagellar protein FliT,
2030,Flagellar protein YcgR,
2031,Flagellar transcriptional activator (FlhC),
2032,Flagellin hook IN motif,
2033,Flavin containing amine oxidoreductase,
2034,Flavin reductase like domain,
2035,Flavin-binding monooxygenase-like,
2036,Flavodoxin,
2037,Flavodoxin domain,
2038,Flavodoxin-like fold,
2039,Flavoprotein,
2040,FlgA N-terminal domain,
2041,FlgD Ig-like domain,
2042,FlgD Tudor-like domain,
2043,FlgN protein,
2044,FlhB HrpN YscU SpaS Family,
2045,FliP family,
2046,FliW protein,
2047,Flotillin,
2048,Flp pilus assembly protein RcpC/CpaB,
2049,Flp/Fap pilin component,
2050,FlxA-like protein,
2051,Fn3 associated,
2052,Fn3-like domain,
2053,Folate receptor family,
2054,Formamidopyrimidine-DNA glycosylase H2TH domain,
2055,Formamidopyrimidine-DNA glycosylase N-terminal domain,
2056,Formate--tetrahydrofolate ligase,
2057,Formiminotransferase-cyclodeaminase,
2058,Formin Homology 2 Domain,
2059,Formyl peptide receptor-like 1 inhibitory protein,
2060,Formyl transferase,
2061,"Formyl transferase, C-terminal domain",
2062,Four helix bundle sensory module for signal transduction,
2063,Fructosamine kinase,
2064,"Fructose-1-6-bisphosphatase, N-terminal domain",
2065,Fructose-bisphosphate aldolase class-I,
2066,Fructose-bisphosphate aldolase class-II,
2067,FtsJ-like methyltransferase,
2068,FtsK alpha domain,
2069,FtsK/SpoIIIE family,
2070,FtsX extracellular domain,
2071,FtsX-like permease family,
2072,"FtsZ family, C-terminal domain",
2073,Ftsk gamma domain,
2074,Fumarase C C-terminus,
2075,Fumarylacetoacetase N-terminal domain 2,
2076,Fumarylacetoacetate (FAA) hydrolase family,
2077,Fungal ATP synthase protein 8 (A6L),
2078,Fungal Zn(2)-Cys(6) binuclear cluster domain,
2079,Fungal cellulose binding domain,
2080,Fungal chitosanase of glycosyl hydrolase group 75,
2081,Fungal protein kinase,
2082,Fungalysin metallopeptidase (M36),
2083,Fur-regulated basic protein A,
2084,Fusaric acid resistance protein-like,
2085,FxsA cytoplasmic membrane protein,
2086,G-patch domain,
2087,G-protein alpha subunit,
2088,G-rich domain on putative tyrosine kinase,
2089,G5 domain,
2090,G5-linked-Ubiquitin-like domain,
2091,G8 domain,
2092,GA module,
2093,GAD domain,
2094,GAD-like domain,
2095,GAF domain,
2096,GAG-pre-integrase domain,
2097,GAGA factor,
2098,GATA zinc finger,
2099,GBS Bsp-like repeat,
2100,GCK domain,
2101,GCN5-related N-acetyl-transferase,
2102,GDP dissociation inhibitor,
2103,GDP-fucose protein O-fucosyltransferase,
2104,"GDP-mannose 4,6 dehydratase",
2105,GDSL-like Lipase/Acylhydrolase,
2106,GDSL-like Lipase/Acylhydrolase family,
2107,GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p,
2108,GDYXXLXY protein,
2109,GEVED domain,
2110,GGDEF-like domain,
2111,GHKL domain,
2112,GHMP kinases C terminal,
2113,GHMP kinases N terminal domain,
2114,GIY-YIG catalytic domain,
2115,"GLGE, C-terminal",
2116,GLTT repeat (6 copies),
2117,GMC oxidoreductase,
2118,GMP synthase C terminal domain,
2119,GNAT acetyltransferase,
2120,GNAT acetyltransferase 2,
2121,GNT-I family,
2122,"GPCR proteolysis site, GPS, motif",
2123,GPI transamidase subunit PIG-U,
2124,"GPI-GlcNAc transferase complex, PIG-H component",
2125,GPR1/FUN34/yaaH family,
2126,GRAM domain,
2127,GRAS domain family,
2128,GRF zinc finger,
2129,GTP cyclohydrolase I,
2130,GTP-binding GTPase N-terminal,
2131,GTP-binding protein TrmE N-terminus,
2132,GTP1/OBG,
2133,"GTPase-associated protein 1, N-terminal domain type 1",
2134,"GTPase-associated protein 1, N-terminal domain type 2",
2135,"GTPase-associated protein 1, middle domain",
2136,GUN4-like,
2137,GW (Gly-Tryp) dipeptide domain,
2138,GWxTD domain,
2139,GYF domain 2,
2140,"Galactose oxidase, central domain",
2141,"Galactose oxidase-like, Early set domain",
2142,"Galactose-1-phosphate uridyl transferase, C-terminal domain",
2143,"Galactose-1-phosphate uridyl transferase, N-terminal domain",
2144,Galactose-binding domain-like,
2145,Gametolysin peptidase M11,
2146,"Gamma-butyrobetaine hydroxylase-like, N-terminal",
2147,"Gamma-glutamyl cyclotransferase, AIG2-like",
2148,Gamma-glutamyltranspeptidase,
2149,Gamma-thionin family,
2150,"GapR-like, DNA-binding domain",
2151,Gar1/Naf1 RNA binding region,
2152,GcpE protein,
2153,GcrA cell cycle regulator,
2154,Gene product 88,
2155,Germination protease,
2156,GlcNAc-PI de-N-acetylase,
2157,GldM C-terminal domain,
2158,GldM N-terminal domain,
2159,GldM second domain,
2160,GldM third domain,
2161,Gliding motility associated protein GldN,
2162,GlnD PII-uridylyltransferase,
2163,Global regulator protein family,
2164,Globin,
2165,Glu-tRNAGln amidotransferase C subunit,
2166,"Glucodextranase, domain B",
2167,Glucokinase,
2168,Gluconate 2-dehydrogenase subunit 3,
2169,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,
2170,Glucose / Sorbosone dehydrogenase,
2171,Glucose inhibited division protein A,
2172,"Glucose-6-phosphate dehydrogenase, C-terminal domain",
2173,"Glucose-6-phosphate dehydrogenase, NAD binding domain",
2174,Glutamate synthase central domain,
2175,Glutamate-cysteine ligase,
2176,Glutamate-cysteine ligase family 2(GCS2),
2177,Glutaminase,
2178,Glutaminase/Asparaginase C-terminal domain,
2179,Glutamine amidotransferase class-I,
2180,Glutamine amidotransferase domain,
2181,Glutamine amidotransferases class-II,
2182,"Glutamine synthetase, beta-Grasp domain",
2183,"Glutamyl-tRNAGlu reductase, N-terminal domain",
2184,"Glutamyl-tRNAGlu reductase, dimerisation domain",
2185,Glutaredoxin,
2186,Glutaredoxin-like domain (DUF836),
2187,"Glutathione S-transferase, C-terminal domain",
2188,"Glutathione S-transferase, N-terminal domain",
2189,Glutathione peroxidase,
2190,Glutathione-dependent formaldehyde-activating enzyme,
2191,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",
2192,Glycerol-3-phosphate acyltransferase,
2193,Glycerophosphoryl diester phosphodiesterase family,
2194,Glycine cleavage H-protein,
2195,Glycine cleavage T-protein C-terminal barrel domain,
2196,Glycine cleavage system P-protein,
2197,Glycine rich protein,
2198,Glycine transporter,
2199,Glycine zipper,
2200,Glycine zipper 2TM domain,
2201,Glycine-rich domain,
2202,Glycogen debranching enzyme N terminal,
2203,Glycogen recognition site of AMP-activated protein kinase,
2204,"Glycoside hydrolase 123, catalytic domain",
2205,Glycoside hydrolase 97,
2206,"Glycoside hydrolase family 18, BT1044-like",
2207,Glycoside hydrolase family 2 C-terminal domain 5,
2208,"Glycoside hydrolase family 95, C-terminal domain",
2209,Glycoside-hydrolase family GH114,
2210,Glycosyl Hydrolase Family 88,
2211,Glycosyl hydrolase 108,
2212,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,
2213,Glycosyl hydrolase catalytic core,
2214,Glycosyl hydrolase family 1,
2215,Glycosyl hydrolase family 10,
2216,Glycosyl hydrolase family 12,
2217,Glycosyl hydrolase family 14,
2218,"Glycosyl hydrolase family 20, catalytic domain",
2219,"Glycosyl hydrolase family 20, domain 2",
2220,Glycosyl hydrolase family 26,
2221,Glycosyl hydrolase family 3 C-terminal domain,
2222,Glycosyl hydrolase family 3 N terminal domain,
2223,Glycosyl hydrolase family 30 TIM-barrel domain,
2224,Glycosyl hydrolase family 31 C-terminal domain,
2225,Glycosyl hydrolase family 45,
2226,Glycosyl hydrolase family 53,
2227,Glycosyl hydrolase family 57,
2228,"Glycosyl hydrolase family 65, C-terminal domain",
2229,"Glycosyl hydrolase family 65, N-terminal domain",
2230,Glycosyl hydrolase family 76,
2231,Glycosyl hydrolase family 81 C-terminal domain,
2232,Glycosyl hydrolase family 85,
2233,Glycosyl hydrolase family 9,
2234,Glycosyl hydrolase-like 10,
2235,Glycosyl hydrolases family 11,
2236,Glycosyl hydrolases family 16,
2237,Glycosyl hydrolases family 17,
2238,Glycosyl hydrolases family 18,
2239,Glycosyl hydrolases family 2,
2240,"Glycosyl hydrolases family 2, TIM barrel domain",
2241,"Glycosyl hydrolases family 2, sugar binding domain",
2242,Glycosyl hydrolases family 25,
2243,Glycosyl hydrolases family 28,
2244,Glycosyl hydrolases family 31 TIM-barrel domain,
2245,Glycosyl hydrolases family 32 C terminal,
2246,Glycosyl hydrolases family 32 N-terminal domain,
2247,Glycosyl hydrolases family 35,
2248,Glycosyl hydrolases family 38 C-terminal beta sandwich domain,
2249,Glycosyl hydrolases family 38 C-terminal domain,
2250,Glycosyl hydrolases family 38 N-terminal domain,
2251,Glycosyl hydrolases family 39,
2252,Glycosyl hydrolases family 43,
2253,Glycosyl hydrolases family 6,
2254,Glycosyl hydrolases family 8,
2255,Glycosyl transferase 4-like,
2256,Glycosyl transferase 4-like domain,
2257,Glycosyl transferase WecG/TagA/CpsF family,
2258,Glycosyl transferase family 1,
2259,Glycosyl transferase family 11,
2260,Glycosyl transferase family 2,
2261,Glycosyl transferase family 4,
2262,Glycosyl transferase family 41,
2263,Glycosyl transferase family 8,
2264,Glycosyl transferase family group 2,
2265,Glycosyl transferases group 1,
2266,"Glycosyl-4,4'-diaponeurosporenoate acyltransferase",
2267,"Glycosyl-hydrolase 97 C-terminal, oligomerisation",
2268,Glycosyl-hydrolase 97 N-terminal,
2269,Glycosyl-transferase for dystroglycan,
2270,Glycosyltransferase 61,
2271,Glycosyltransferase Family 4,
2272,Glycosyltransferase GT-D fold,
2273,Glycosyltransferase WbsX,
2274,Glycosyltransferase family 10 (fucosyltransferase) C-term,
2275,Glycosyltransferase family 25 (LPS biosynthesis protein),
2276,Glycosyltransferase family 28 C-terminal domain,
2277,Glycosyltransferase family 28 N-terminal domain,
2278,Glycosyltransferase family 29 (sialyltransferase),
2279,Glycosyltransferase family 43,
2280,Glycosyltransferase family 87,
2281,Glycosyltransferase family 9 (heptosyltransferase),
2282,Glycosyltransferase like family 2,
2283,Glycosyltransferase sugar-binding region containing DXD motif,
2284,Glycyl-tRNA synthetase alpha subunit,
2285,Glycyl-tRNA synthetase beta subunit,
2286,Glyoxal oxidase N-terminus,
2287,Glyoxalase-like domain,
2288,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,
2289,GntP family permease,
2290,Golgi complex component 7 (COG7),
2291,Golgi phosphoprotein 3 (GPP34),
2292,Gram-negative bacterial TonB protein C-terminal,
2293,Gram-negative porin,
2294,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",
2295,"Gram-positive pilin subunit D1, N-terminal domain",
2296,"Group II intron, maturase-specific domain",
2297,GrpE,
2298,"GspD-like, N0 domain",
2299,GspL periplasmic domain,
2300,GtrA-like protein,
2301,Guanylate kinase,
2302,Gylcosyl hydrolase family 115 C-terminal domain,
2303,GyrI-like small molecule binding domain,
2304,H-NS histone family,
2305,H2C2 zinc finger,
2306,HAD domain in Swiss Army Knife RNA repair proteins,
2307,"HAD superfamily, subfamily IIIB (Acid phosphatase)",
2308,HAD-hyrolase-like,
2309,HAMP domain,
2310,HAS barrel domain,
2311,HAUS augmin-like complex subunit 5,
2312,"HB1, ASXL, restriction endonuclease HTH domain",
2313,HD domain,
2314,HDOD domain,
2315,HEAT repeat,
2316,HEAT repeat associated with sister chromatid cohesion,
2317,HEAT repeats,
2318,HECT-domain (ubiquitin-transferase),
2319,HEPN domain,
2320,HEPN/Toprim N-terminal domain 1,
2321,HI0933-like protein,
2322,HIRAN domain,
2323,HIT domain,
2324,HMG (high mobility group) box,
2325,HMG-box domain,
2326,HMGL-like,
2327,HNH endonuclease,
2328,HNH/ENDO VII superfamily nuclease with conserved GHE residues,
2329,HPr Serine kinase C-terminal domain,
2330,HPr Serine kinase N terminus,
2331,HRDC domain,
2332,HSA domain,
2333,HSCB C-terminal oligomerisation domain,
2334,HSP20-like domain found in ArsA,
2335,HTH DNA binding domain,
2336,HTH domain,
2337,HTH domain found in ParB protein,
2338,HTH-like domain,
2339,"HTH-type transcriptional regulator Rgg, C-terminal domain",
2340,"HU domain fused to wHTH, Ig, or Glycine-rich motif",
2341,HYR domain,
2342,HaeIII restriction endonuclease,
2343,Haem degrading protein HbpS-like,
2344,"Haem-binding uptake, Tiki superfamily, ChaN",
2345,"Haem-dependent oxidative N-demethylase, alpha subunit-like",
2346,Haemagglutinin repeat,
2347,"Haemoglobin-haptoglobin utilisation, porphyrin transporter",
2348,Haemolysin XhlA,
2349,Haemolysin expression modulating protein,
2350,Haemolysin secretion/activation protein ShlB/FhaC/HecB,
2351,Haemolysin-III related,
2352,Haemolysin-type calcium binding protein related domain,
2353,Haloacid dehalogenase-like hydrolase,
2354,Halobacterial output domain 1,
2355,HdeA/HdeB family,
2356,HeH/LEM domain,
2357,Head fiber protein,
2358,Heavy metal binding domain,
2359,Heavy-metal resistance,
2360,Heavy-metal-associated domain,
2361,Helicase,
2362,Helicase C-terminal domain,
2363,"Helicase HerA, central domain",
2364,Helicase HerA-like C-terminal,
2365,"Helicase MOV-10, beta-barrel domain",
2366,Helicase associated domain,
2367,Helicase conserved C-terminal domain,
2368,Helicobacter outer membrane protein,
2369,Helitron helicase-like domain at N-terminus,
2370,Helix-hairpin-helix containing domain,
2371,Helix-hairpin-helix domain,
2372,Helix-hairpin-helix motif,
2373,Helix-loop-helix DNA-binding domain,
2374,Helix-turn-helix,
2375,Helix-turn-helix domain,
2376,Helix-turn-helix domain of resolvase,
2377,Helix-turn-helix domain of transposase family ISL3,
2378,"Helix-turn-helix domain, rpiR family",
2379,Helix-turn-helix of DDE superfamily endonuclease,
2380,Helix-turn-helix of insertion element transposase,
2381,HemN C-terminal domain,
2382,"HemX, putative uroporphyrinogen-III C-methyltransferase",
2383,Hemagglutinin repeat,
2384,Heme oxygenase,
2385,"Heme-binding protein Shr-like, Hb-interacting domain",
2386,Hemerythrin HHE cation binding domain,
2387,Hemin uptake protein hemP,
2388,HepT-like protein,
2389,"Heparan-alpha-glucosaminide N-acetyltransferase, catalytic",
2390,Heparinase II/III N-terminus,
2391,Heparinase II/III-like protein,
